palabra,word,frase,sentence,palabra_alterna,,
fui,I was,Ayer fui muy feliz con mi familia.,"Yesterday, I was very happy with my family.",,,
fui,I was,Fui un estudiante excelente en la escuela primaria.,I was an excellent student in elementary school.,,,
fui,I was,Hace diez años fui un atleta muy bueno.,"Ten years ago, I was a very good athlete.",,,
fui,I was,Fui el primer miembro de mi familia en graduarme de la universidad.,I was the first member of my family to graduate from college.,,,
fui,I was,"Cuando era joven, fui una persona muy impaciente.","When I was young, I was a very impatient person.",,,
fui,I went,Ayer fui al cine con mis amigos y vimos una película de terror.,"Yesterday, I went to the movies with my friends and we watched a horror movie.",,,
fui,I went,El año pasado fui de viaje a Europa y visité varios países.,"Last year, I traveled to Europe and visited several countries.",,,
fui,I went,Hace unos días fui al médico y me recetó algunos medicamentos.,"A few days ago, I went to the doctor and he prescribed some medications to me.",,,
fui,I went,"Cuando era joven, fui a muchas fiestas y me divertí mucho con mis amigos.","When I was young, I went to many parties and had a lot of fun with my friends.",,,
fui,I went,El año pasado fui a Hawai con mi amiga Reena.,Last year I went to Hawaii with my friend Reena.,,,
fuiste,were you,¿Fuiste tú quien me llamó ayer por la noche?,Were you the one who called me last night?,,,
fuiste,you were,"Cuando eras joven, fuiste un gran jugador de baloncesto.","When you were young, you were a great basketball player.",,,
fuiste,you were,"En el concierto de anoche, fuiste la estrella del espectáculo.","Last night at the concert, you were the star of the show.",,,
fuiste,you were,Fuiste muy valiente al defender tus ideas en esa reunión.,You (singular) were very brave in defending your ideas at that meeting.,,,
fuiste,you went,"Me dijiste que fuiste a la universidad en España, ¿verdad?","You told me you (singular) went to university in Spain, right?",,,
fuiste,did you go,¿Fuiste al cine el fin de semana pasado?,Did you (singular) go to the cinema last weekend?,,,
fuiste,you went,"Cuando fuiste a Nueva York, ¿visitaste la Estatua de la Libertad?","When you (singular) went to New York, did you visit the Statue of Liberty?",,,
fuiste,you were,Fuiste muy afortunado de conocer a esa persona en el evento.,You (singular) were very lucky to meet that person at the event.,,,
fuiste,did you go,¿Por qué no fuiste a la fiesta de cumpleaños de Juan?,Why didn't you (singular) go to Juan's birthday party?,,,
fuiste,you went,"Cuando fuiste al supermercado, ¿compraste todo lo que necesitábamos?","When you (singular) went to the supermarket, did you buy everything we needed?",,,
fue,was,Ayer fue un día muy soleado.,Yesterday was a very sunny day.,,,
fue,was,Mi hermano fue el primer estudiante en graduarse de la universidad.,My brother was the first student to graduate from college.,,,
fue,was,"El año pasado, el equipo de fútbol de mi ciudad fue campeón nacional.","Last year, my city's soccer team was the national champion.",,,
fue,was,La película que vi anoche fue muy emocionante.,The movie I watched last night was very exciting.,,,
fue,was,"Cuando era joven, mi abuelo fue un soldado en la Segunda Guerra Mundial.","When he was young, my grandfather was a soldier in World War II.",,,
fue,did he/she/you go,¿Fue al concierto de rock la semana pasada?,Did he/she/you go to the rock concert last week?,,,
fue,went,"La semana pasada, mi amigo fue al médico porque estaba enfermo.","Last week, my friend went to the doctor because he was sick.",,,
fue,went,"Cuando era niño, mi papá fue a la universidad para estudiar ingeniería.","When he was a child, my dad went to college to study engineering.",,,
fue,went,"El año pasado, mi hermana fue a España a estudiar español.","Last year, my sister went to Spain to study Spanish.",,,
fuimos,we were,"Durante la competencia, fuimos el equipo más fuerte y ganamos el primer lugar.","During the competition, we were the strongest team and won first place.",,,
fuimos,we were,"Cuando éramos jóvenes, fuimos a muchas fiestas y conocimos a mucha gente interesante.","When we were young, we went to many parties and met a lot of interesting people.",,,
fuimos,we were,"Cuando éramos niños, fuimos amigos inseparables.","When we were kids, we were inseparable friends.",,,
fuimos,we were,"Durante la ceremonia de graduación, fuimos los primeros en recibir nuestros diplomas.","During the graduation ceremony, we were the first to receive our diplomas.",,,
fuimos,we went,Ayer fuimos al parque y nos divertimos mucho.,Yesterday we went to the park and had a lot of fun.,,,
fuimos,we went,"Durante nuestras vacaciones, fuimos a Hawái y disfrutamos de la playa.","During our vacation, we went to Hawaii and enjoyed the beach.",,,
fuimos,we went,La semana pasada fuimos al estadio y vimos un partido emocionante.,Last week we went to the stadium and saw an exciting match.,,,
fuimos,we went,Ayer fuimos al supermercado y compramos todo lo que necesitábamos.,Yesterday we went to the supermarket and bought everything we needed.,,,
fuimos,we went,Hace un mes fuimos a la montaña y escalamos una cima impresionante.,A month ago we went to the mountain and climbed an impressive summit.,,,
fuisteis,you were,Vosotros fuisteis los mejores alumnos de la clase.,You were the best students in the class.,,,
fuisteis,you were,¿Fuisteis vosotros los que ganaron el concurso?,Were you the ones who won the contest?,,,
fuisteis,you were,En la fiesta de ayer fuisteis muy divertidos.,You (plural) were very fun at yesterday's party.,,,
fuisteis,you were,Fuisteis muy amables conmigo cuando llegué a la ciudad.,You (plural) were very kind to me when I arrived in the city.,,,
fuisteis,did you go,¿Fuisteis vosotros al cine ayer?,Did you guys go to the cinema yesterday?,,,
fuisteis,you went,Vosotros fuisteis a la playa mientras yo estaba en el trabajo.,You guys went to the beach while I was at work.,,,
fuisteis,you went,Fuisteis al concierto de rock la semana pasada.,You (plural) went to the rock concert last week.,,,
fuisteis,you went,Me dijeron que fuisteis a la montaña a hacer senderismo.,They told me you (plural) went hiking in the mountains.,,,
fuisteis,you went,¿Por qué no me dijisteis que fuisteis de compras sin mí?,Why didn't you tell me that you (plural) went shopping without me?,,,
fueron,(they) were,Mis padres fueron muy comprensivos conmigo durante mi adolescencia.,My parents were very understanding with me during my adolescence.,,,
fueron,(they) were,"En la reunión de ayer, los invitados fueron muy amables y simpáticos.","At yesterday's meeting, the guests were very friendly and nice.",,,
fueron,(they) were,"Los vestidos que compré para la boda fueron un poco caros, pero valieron la pena.","The dresses I bought for the wedding were a bit expensive, but worth it.",,,
fueron,(they) were,"En la historia, los dinosaurios fueron animales gigantes que habitaron la tierra hace millones de años.","In history, dinosaurs were giant animals that lived on Earth millions of years ago.",,,
fueron,(they) went,"El fin de semana pasado, mis hermanos fueron al cine a ver una película de terror.","Last weekend, my brothers went to the cinema to watch a horror movie.",,,
fueron,(they) went,"Hace unos días, mis compañeros de trabajo fueron a un seminario de negocios en Nueva York.","A few days ago, my coworkers went to a business seminar in New York.",,,
fueron,(they) were,"En el concurso de baile, los concursantes fueron muy talentosos y creativos.","In the dance contest, the contestants were very talented and creative.",,,
fueron,(they) went,"Durante las vacaciones de Navidad, mis primos fueron a esquiar en las montañas.","During the Christmas holidays, my cousins went skiing in the mountains.",,,
palabra,word,frase,sentence,palabra_alterna
de,from,Yo soy de España.,I am from Spain,
de,than,Tengo menos de una semana para terminar el proyecto.,I have less than a week to finish the project.,
de,no direct translation,El libro es de mi hermano.,The book belongs to my brother.,
de,of,La chaqueta es de lana.,The jacket is made of wool.,
de,from,Él es de México.,He is from Mexico.,
de,from,Ella es de España.,She is from Spain.,
de,no direct translation,Mi casa es de dos pisos.,My house has two floors.,
de,no direct translation,¿De qué color es el gato?,What color is the cat?,
de,no direct translation,¿De dónde eres?,Where are you from?,
de,on,Estoy de vacaciones.,I am on vacation.,
de,is,Es de noche.,It is night.,
de,about,Es una película de amor.,It is a movie about love.,
de,about,Es una historia de aventuras.,It is a story about adventures.,
de,about,Es una canción de desamor.,It is a song about heartbreak.,
de,of,La mesa es de cristal.,The table is made of glass.,
de,no direct translation,El piso es de baldosas.,The floor is tiled.,
de,of,El vestido es de seda.,The dress is made of silk.,
de,no direct translation,La ciudad es de mucha gente.,The city is home to many people.,
de,no direct translation,La casa es de dos habitaciones.,The house has two rooms.,
de,of,El anillo es de plata.,The ring is made of silver.,
de,no direct translation,El libro es de mi padre.,The book belongs to my father.,
de,no direct translation,El reloj es de mi tía.,The watch belongs to my aunt.,
de,no direct translation,El coche es de mi abuelo.,The car belongs to my grandfather.,
de,no direct translation,Tenemos planes de ir al parque temático para el fin de semana.,We have plans to go to the theme park for the weekend.,
de,no direct translation,Mi hermana es la más bonita de la familia.,My sister is the prettiest in the family.,
de,no direct translation,Vamos a ir a la playa este fin de semana.,We are going to the beach this weekend.,
de,no direct translation,Por la noche veo la televisión antes de ir a dormir.,I watch television at night before going to bed.,
de,no direct translation,"De acuerdo con el informe, las ventas han aumentado en un 20 percent.","According to the report, sales have increased by 20 percent.",
de,no direct translation,Asegúrate de que no se te olvide traer el documento.,Make sure you don't forget to bring the document.,
de,no direct translation,Eso es lo que estoy tratando de decirte.,That is what I am trying to tell you.,
de,no direct translation,Del cajón sacó una caja de zapatos.,From the drawer he took out a shoebox.,
de,no direct translation,"El aumento de los precios afectó a la economía, a su vez afectando a la población.","The increase in prices affected the economy, in turn affecting the population.",
de,no direct translation,No tengo idea de lo que le puede gustar a mi amigo para su cumpleaños.,I have no idea what my friend might like for his birthday.,
de,no direct translation,Lo importante es que estés seguro de lo que quieres.,The important thing is that you're sure of what you want.,
de,no direct translation,Me di cuenta de que el pastel era muy dulce al probarlo.,I realized the cake was very sweet when I tasted it.,
de,no direct translation,¿De qué se trata esta reunión?,What is this meeting about?,
de,no direct translation,¿De qué se encarga tu trabajo diario?,What does your daily job consist of?,
de,no direct translation,Estoy seguro de que la situación mejorará pronto.,I'm sure that the situation will improve soon.,
de,no direct translation,No estoy seguro de que la idea sea factible.,I'm not sure if the idea is feasible.,
de,no direct translation,No estoy seguro de que se pueda hacer eso.,I am not sure if that can be done.,
de,no direct translation,Me preocupa de que se vaya a descomponer eso.,I am worried that it will break down.,
la,the,la esposa,the wife,
la,the,Hay una casa grande en la calle.,There is a big house on the street.,
la,the,Mi hermana es la más bonita de la familia.,My sister is the prettiest in the family.,
la,the,Me gusta la comida china.,I like Chinese food.,
la,the,¿Dónde está la puerta?,Where is the door?,
la,the,Mi sueño es ir a la playa.,My dream is to go to the beach.,
la,the,La ropa de marca es muy cara.,Brand name clothes are very expensive.,
la,the,La piscina está abierta de 9 a 5.,The pool is open from 9 to 5.,
la,the,¿Cuál es la flor más bonita?,Which is the prettiest flower?,
la,the,Me gusta sentarme en la silla más cómoda.,I like to sit in the most comfortable chair.,
la,the,La mesa está llena de libros.,The table is full of books.,
la,the,La tienda cierra a las 9 de la noche.,The store closes at 9 at night.,
la,the,Abre la ventana.,Open the window.,
la,the,La luna es más grande en la noche.,The moon is bigger at night.,
la,the,La habitación está llena de juguetes.,The room is full of toys.,
la,the,La casa necesita una renovación.,The house needs a renovation.,
la,the,La gente de aquí es muy amable.,The people here are very kind.,
la,the,¿Puedes encender la luz?,Can you turn on the light?,
la,the,La ciudad está siempre muy ruidosa.,The city is always very noisy.,
la,the,Me gusta caminar en la mañana.,I like to walk in the morning.,
la,the,Es demasiado caliente para salir en la tarde.,It is too hot to go out in the afternoon.,
la,the,La noche es el momento perfecto para leer un libro.,Night is the perfect time to read a book.,
la,the,La semana pasa muy rápido.,The week goes by very quickly.,
la,the,La lluvia es más fuerte en el verano.,The rain is stronger in the summer.,
la,the,La nube oscura es una señal de lluvia.,The dark cloud is a sign of rain.,
la,no direct translation,A la que me refiero es a mi hermana.,The person I am referring to is my sister.,
la,no direct translation,La casa a la que quiero mudarme esta en la montaña.,The house I want to move to is in the mountains.,
la,no direct translation,Estoy seguro de que la situación mejorará pronto.,I'm sure that the situation will improve soon.,
la,no direct translation,No estoy seguro de que la idea sea factible.,I'm not sure if the idea is feasible.,
que,what,Que lindo día hoy.,What a beautiful day today.,
que,what,No sé que hacer.,I do not know what to do.,
que,that,Estoy seguro que lo harás bien.,I am sure (that) you will do well.,
que,that,No es que no me guste.,It is not that I do not like it.,
que,that,Es increíble que hayas hecho todo esto en tan poco tiempo.,It is amazing that you have done all this in such a short time.,
que,what,No sé que hacer con todo este dinero.,I do not know what to do with all this money.,
que,what,No sé que pensar.,I do not know what to think.,
que,that,Me alegra que hayas venido.,I am glad that you came.,
que,what,No sé que pensar sobre eso.,I do not know what to think about that.,
que,what,No sé que decirte para hacerte entender.,I do not know what to tell you to make you understand.,
que,that,Me alegra que estés aquí.,I am glad that you are here.,
que,what,No sé que pensar sobre esa situación.,I do not know what to think about that situation.,
que,that,Estaba tan rico que me lo comí todo.,It was so good that I ate it all.,
que,how,Que rico!,How delicious!,
que,that,No me importa que tengas que trabajar el fin de semana.,I do not mind that you have to work on the weekend.,
que,what,No entiendo que quieres decir con eso.,I do not understand what you mean by that.,
que,that,Estoy contento que hayamos podido hacer esto juntos.,I am happy that we were able to do this together.,
que,no direct translation,No puedo creer que hayas hecho eso.,I can not believe you did that.,
que,that,No me importa que tengas que irte temprano.,I do not mind that you have to leave early.,
que,what,No entiendo que quieres decir con esa broma.,I do not understand what you mean by that joke.,
que,that,Estoy feliz que hayas decidido venir conmigo.,I am happy that you have decided to come with me.,
que,no direct translation,No puedo esperar que me cuentes más sobre tu viaje.,I can not wait for you to tell me more about your trip.,
que,no direct translation,No tengo idea de lo que le puede gustar a mi amigo para su cumpleaños.,I have no idea what my friend might like for his birthday.,
que,no direct translation,Lo importante es que estés seguro de lo que quieres.,The important thing is that you're sure of what you want.,
