palabra,word,frase,sentence,palabra_alterna
de,from,Yo soy de España.,I am from Spain,
de,than,Tengo menos de una semana para terminar el proyecto.,I have less than a week to finish the project.,
de,no direct translation,El libro es de mi hermano.,The book belongs to my brother.,
de,of,La chaqueta es de lana.,The jacket is made of wool.,
de,from,Él es de México.,He is from Mexico.,
de,from,Ella es de España.,She is from Spain.,
de,no direct translation,Mi casa es de dos pisos.,My house has two floors.,
de,no direct translation,¿De qué color es el gato?,What color is the cat?,
de,no direct translation,¿De dónde eres?,Where are you from?,
de,on,Estoy de vacaciones.,I am on vacation.,
de,is,Es de noche.,It is night.,
de,about,Es una película de amor.,It is a movie about love.,
de,about,Es una historia de aventuras.,It is a story about adventures.,
de,about,Es una canción de desamor.,It is a song about heartbreak.,
de,of,La mesa es de cristal.,The table is made of glass.,
de,no direct translation,El piso es de baldosas.,The floor is tiled.,
de,of,El vestido es de seda.,The dress is made of silk.,
de,no direct translation,La ciudad es de mucha gente.,The city is home to many people.,
de,no direct translation,La casa es de dos habitaciones.,The house has two rooms.,
de,of,El anillo es de plata.,The ring is made of silver.,
de,no direct translation,El libro es de mi padre.,The book belongs to my father.,
de,no direct translation,El reloj es de mi tía.,The watch belongs to my aunt.,
de,no direct translation,El coche es de mi abuelo.,The car belongs to my grandfather.,
de,no direct translation,Tenemos planes de ir al parque temático para el fin de semana.,We have plans to go to the theme park for the weekend.,
de,no direct translation,Mi hermana es la más bonita de la familia.,My sister is the prettiest in the family.,
de,no direct translation,Vamos a ir a la playa este fin de semana.,We are going to the beach this weekend.,
de,no direct translation,Por la noche veo la televisión antes de ir a dormir.,I watch television at night before going to bed.,
de,no direct translation,"De acuerdo con el informe, las ventas han aumentado en un 20 percent.","According to the report, sales have increased by 20 percent.",
de,no direct translation,Asegúrate de que no se te olvide traer el documento.,Make sure you don't forget to bring the document.,
de,no direct translation,Eso es lo que estoy tratando de decirte.,That is what I am trying to tell you.,
de,no direct translation,Del cajón sacó una caja de zapatos.,From the drawer he took out a shoebox.,
de,no direct translation,"El aumento de los precios afectó a la economía, a su vez afectando a la población.","The increase in prices affected the economy, in turn affecting the population.",
de,no direct translation,No tengo idea de lo que le puede gustar a mi amigo para su cumpleaños.,I have no idea what my friend might like for his birthday.,
de,no direct translation,Lo importante es que estés seguro de lo que quieres.,The important thing is that you're sure of what you want.,
de,no direct translation,Me di cuenta de que el pastel era muy dulce al probarlo.,I realized the cake was very sweet when I tasted it.,
de,no direct translation,¿De qué se trata esta reunión?,What is this meeting about?,
de,no direct translation,¿De qué se encarga tu trabajo diario?,What does your daily job consist of?,
de,no direct translation,Estoy seguro de que la situación mejorará pronto.,I'm sure that the situation will improve soon.,
de,no direct translation,No estoy seguro de que la idea sea factible.,I'm not sure if the idea is feasible.,
de,no direct translation,No estoy seguro de que se pueda hacer eso.,I am not sure if that can be done.,
de,no direct translation,Me preocupa de que se vaya a descomponer eso.,I am worried that it will break down.,
la,the,la esposa,the wife,
la,the,Hay una casa grande en la calle.,There is a big house on the street.,
la,the,Mi hermana es la más bonita de la familia.,My sister is the prettiest in the family.,
la,the,Me gusta la comida china.,I like Chinese food.,
la,the,¿Dónde está la puerta?,Where is the door?,
la,the,Mi sueño es ir a la playa.,My dream is to go to the beach.,
la,the,La ropa de marca es muy cara.,Brand name clothes are very expensive.,
la,the,La piscina está abierta de 9 a 5.,The pool is open from 9 to 5.,
la,the,¿Cuál es la flor más bonita?,Which is the prettiest flower?,
la,the,Me gusta sentarme en la silla más cómoda.,I like to sit in the most comfortable chair.,
la,the,La mesa está llena de libros.,The table is full of books.,
la,the,La tienda cierra a las 9 de la noche.,The store closes at 9 at night.,
la,the,Abre la ventana.,Open the window.,
la,the,La luna es más grande en la noche.,The moon is bigger at night.,
la,the,La habitación está llena de juguetes.,The room is full of toys.,
la,the,La casa necesita una renovación.,The house needs a renovation.,
la,the,La gente de aquí es muy amable.,The people here are very kind.,
la,the,¿Puedes encender la luz?,Can you turn on the light?,
la,the,La ciudad está siempre muy ruidosa.,The city is always very noisy.,
la,the,Me gusta caminar en la mañana.,I like to walk in the morning.,
la,the,Es demasiado caliente para salir en la tarde.,It is too hot to go out in the afternoon.,
la,the,La noche es el momento perfecto para leer un libro.,Night is the perfect time to read a book.,
la,the,La semana pasa muy rápido.,The week goes by very quickly.,
la,the,La lluvia es más fuerte en el verano.,The rain is stronger in the summer.,
la,the,La nube oscura es una señal de lluvia.,The dark cloud is a sign of rain.,
la,no direct translation,A la que me refiero es a mi hermana.,The person I am referring to is my sister.,
la,no direct translation,La casa a la que quiero mudarme esta en la montaña.,The house I want to move to is in the mountains.,
la,no direct translation,Estoy seguro de que la situación mejorará pronto.,I'm sure that the situation will improve soon.,
la,no direct translation,No estoy seguro de que la idea sea factible.,I'm not sure if the idea is feasible.,
que,what,Que lindo día hoy.,What a beautiful day today.,
que,what,No sé que hacer.,I do not know what to do.,
que,that,Estoy seguro que lo harás bien.,I am sure (that) you will do well.,
que,that,No es que no me guste.,It is not that I do not like it.,
que,that,Es increíble que hayas hecho todo esto en tan poco tiempo.,It is amazing that you have done all this in such a short time.,
que,what,No sé que hacer con todo este dinero.,I do not know what to do with all this money.,
que,what,No sé que pensar.,I do not know what to think.,
que,that,Me alegra que hayas venido.,I am glad that you came.,
que,what,No sé que pensar sobre eso.,I do not know what to think about that.,
que,what,No sé que decirte para hacerte entender.,I do not know what to tell you to make you understand.,
que,that,Me alegra que estés aquí.,I am glad that you are here.,
que,what,No sé que pensar sobre esa situación.,I do not know what to think about that situation.,
que,that,Estaba tan rico que me lo comí todo.,It was so good that I ate it all.,
que,how,Que rico!,How delicious!,
que,that,No me importa que tengas que trabajar el fin de semana.,I do not mind that you have to work on the weekend.,
que,what,No entiendo que quieres decir con eso.,I do not understand what you mean by that.,
que,that,Estoy contento que hayamos podido hacer esto juntos.,I am happy that we were able to do this together.,
que,no direct translation,No puedo creer que hayas hecho eso.,I can not believe you did that.,
que,that,No me importa que tengas que irte temprano.,I do not mind that you have to leave early.,
que,what,No entiendo que quieres decir con esa broma.,I do not understand what you mean by that joke.,
que,that,Estoy feliz que hayas decidido venir conmigo.,I am happy that you have decided to come with me.,
que,no direct translation,No puedo esperar que me cuentes más sobre tu viaje.,I can not wait for you to tell me more about your trip.,
que,no direct translation,No tengo idea de lo que le puede gustar a mi amigo para su cumpleaños.,I have no idea what my friend might like for his birthday.,
que,no direct translation,Lo importante es que estés seguro de lo que quieres.,The important thing is that you're sure of what you want.,
que,no direct translation,"Mi abuelo siempre nos cuenta historias de su juventud, como en el tiempo en el que trabajó como mecánico en un taller.","My grandfather always tells us stories from his youth, like the time he worked as a mechanic in a workshop.",
que,no direct translation,"La ciudad en la que vivo tiene muchos parques, y de sus parques, el que más me gusta es el que está al lado del río.","The city where I live has many parks, and of its parks, the one I like the most is the one next to the river.",
que,no direct translation,"Es lo que siempre hago cuando tengo un problema, buscar la solución en internet.","It is what I always do when I have a problem, look for a solution on the internet.",
que,no direct translation,"Es lo que dijo el profesor, aunque a mí me parece un poco dudoso.","It is what the teacher said, although it seems a little dubious to me.",
que,no direct translation,"Es lo que me gustaría hacer, pero no tengo el dinero suficiente en este momento.","It is what I would like to do, but I don't have enough money at this time.",
que,no direct translation,porque yo creo que,because I think that...,
que,no direct translation,"Por lo que entiendo, necesitamos más tiempo para terminar el proyecto.","From what I understand, we need more time to finish the project.",
que,no direct translation,"Por lo que he oído, hay una fiesta este fin de semana.","From what I've heard, there is a party this weekend.",
que,no direct translation,"Por lo que vi en la presentación, el producto tiene mucho potencial.","From what I saw in the presentation, the product has a lot of potential.",
que,no direct translation,"Por lo que parece, va a llover mañana.","From what it seems, it's going to rain tomorrow.",
que,no direct translation,Me siento muy mal por lo que dije.,I feel very bad about what I said.,
que,no direct translation,Asegúrate de que no se te olvide traer el documento.,Make sure you don't forget to bring the document.,
que,no direct translation,No sabía que no se podía comer en esta área.,I didn't know that eating was not allowed in this area.,
que,no direct translation,Trata de asegurarte de que no se note el error en tu trabajo.,Try to make sure that the mistake is not noticeable in your work.,
que,no direct translation,Todo lo que necesitas hacer es seguir las instrucciones del libro para hacer el pastel.,All you need to do is follow the instructions in the book to make the cake.,
que,no direct translation,Todo lo que ella quiere es que la apoyes y la hagas sentir especial.,All she wants is for you to support her and make her feel special.,
que,no direct translation,Me di cuenta de que el pastel era muy dulce al probarlo.,I realized the cake was very sweet when I tasted it.,
que,no direct translation,La que se encuentra en la esquina es la tienda que estoy buscando.,The one that is located on the corner is the store that I am looking for.,
que,no direct translation,Mi hermana es la que se encarga de cuidar a los niños mientras estamos trabajando.,My sister is the one who takes care of the children while we are working.,
que,no direct translation,El que se levanta temprano tiene más tiempo para hacer cosas productivas.,The one who gets up early has more time to do productive things.,
que,no direct translation,"En lo que respecta a mi trabajo, me esfuerzo al máximo para hacerlo lo mejor posible.","As far as my work is concerned, I strive to do it to the best of my ability.",
que,no direct translation,Lo que se dice en la noticia es muy preocupante.,What is said in the news is very concerning.,
que,no direct translation,Lo que se espera de ti en este trabajo es que seas puntual y trabajes duro.,What is expected of you in this job is that you be punctual and work hard.,
que,no direct translation,A la que me refiero es a mi hermana.,The person I am referring to is my sister.,
que,no direct translation,La casa a la que quiero mudarme esta en la montaña.,The house I want to move to is in the mountains.,
que,no direct translation,Estoy seguro de que la situación mejorará pronto.,I'm sure that the situation will improve soon.,
que,no direct translation,No estoy seguro de que la idea sea factible.,I'm not sure if the idea is feasible.,
que,no direct translation,No estoy seguro en que consiste tu plan.,I am not sure what your plan consists of.,
que,no direct translation,Me interesa saber en que consiste el proyecto.,I am interested in knowing what the project consists of.,
que,no direct translation,Estoy de acuerdo con lo que se ha discutido en la reunión.,I agree with what was discussed in the meeting.,
que,no direct translation,Que se ha terminado el trabajo.,That the work has been finished.,
que,no direct translation,Que se ha roto la ventana.,That the window has been broken.,
que,no direct translation,A lo que voy con esto es que necesitamos un plan de acción más detallado.,What I'm getting at is that we need a more detailed action plan.,
que,no direct translation,A lo que me refiero es que tenemos que considerar todas las opciones antes de tomar una decisión.,What I mean is that we have to consider all options before making a decision.,
que,no direct translation,"A lo mejor deberías pedirle a alguien más que te ayude con eso, parece demasiado complicado para ti solo.","Maybe you should ask someone else to help you with that, it seems too complicated for you alone.",
que,what,Me gustaría saber que es el problema.,I would like to know what the problem is.,
que,what,¿Que es el objetivo de esta tarea?,What is the goal of this task?,
que,no direct translation,No estoy seguro de que se pueda hacer eso.,I am not sure if that can be done.,
que,no direct translation,Me preocupa de que se vaya a descomponer eso.,I am worried that it will break down.,
que,no direct translation,Estoy repitiendo esto para que se me quede grabado en la memoria.,I am repeating this so that it stays in my memory.,
que,no direct translation,Estoy poniendo señales para que se sigan el camino correcto.,I am putting up signs so that people follow the correct path.,
que,no direct translation,Los estoy llamando para que los invite a la fiesta.,I am calling them so that I can invite them to the party.,
que,no direct translation,Los estoy entrenando para que los prepare para la competencia.,I am training them so that I can prepare them for the competition.,
el,the,El perro ladró mientras el gato dormía.,The dog barked while the cat slept.,
el,the,El sol estaba brillando fuerte cuando salimos de la casa.,The sun was shining brightly when we left the house.,
el,the,El libro que compré es muy interesante.,The book I bought is very interesting.,
el,the,El hombre se puso un sombrero para protegerse del sol.,The man put on a hat to protect himself from the sun.,
el,the,El coche necesita gasolina para funcionar.,The car needs gasoline to run.,
el,the,Mi padre es el dueño de la tienda.,My father is the owner of the store.,
el,the,La casa es el lugar donde vivo.,The house is the place where I live.,
el,the,La ciudad es el lugar donde nací.,The city is the place where I was born.,
el,the,El vecino tiene un perro muy grande.,The neighbor has a very big dog.,
el,the,El niño está jugando con su avioneta.,The child is playing with his toy airplane.,
el,the,El hombre está leyendo el periódico.,The man is reading the newspaper.,
el,the,El pájaro está cantando en el árbol.,The bird is singing in the tree.,
el,the,El libro está en la mesa.,The book is on the table.,
el,the,El zapato está debajo de la cama.,The shoe is under the bed.,
el,the,El piso está muy sucio.,The floor is very dirty.,
el,the,El tren llegará a las 5 de la tarde.,The train will arrive at 5pm.,
el,the,El sistema solar está formado por 8 planetas.,The solar system is made up of 8 planets.,
el,the,El árbol tiene muchas hojas verdes.,The tree has many green leaves.,
el,the,El río es muy ancho.,The river is very wide.,
el,the,El tiempo parece estar mejorando.,The weather seems to be improving.,
el,the,El niño está corriendo en el parque.,The child is running in the park.,
el,the,El árbol tiene una rama rota.,The tree has a broken branch.,
el,the,El gato está sentado en el sofá.,The cat is sitting on the couch.,
